Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF
42-317412930000,SALE RANCH 13B 102H,PIONEER,MARTIN,LOWER SPRABERRY,12/9/2018,8972,406011,28064296,,45.3,3128,1.7,233,130,429.4,0.066,0.267848896,8719.1,2
42-227395510000,TAGGERT A 0944WA,SM ENERGY,HOWARD,WOLFCAMP A,10/9/2018,15058,823604,27978031,,54.7,1858,0.8,533,449,302.4,0.058,0.113604642,7281.6,1.6
42-383401960000,SUGG B131-133 (ALLOC-C) 3SM,LAREDO,REAGAN,WOLFCAMP A,10/5/2018,9280,498417,16835066,,53.7,1814,0.8,216,4988,319.9,0.065,0.069219753,7564.8,1.5
42-317413780000,TIGER UNIT SN 245-252 608H,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,7/14/2018,7476,347864,13449205,,46.5,1799,0.9,146,437,263.4,0.05,0.226288393,8187.4,2
42-317413310000,HOLT RANCH 21-10 (ALLOC-4NH) 7UL,DIAMONDBACK,MARTIN,LOWER SPRABERRY,4/3/2019,10760,525136,20745650,,48.8,1928,0.9,784,1030,382.9,0.078,0.19048282,9144,2
42-227396220000,SCOTT UNIT 0916 3HK,OVINTIV,HOWARD,WOLFCAMP A,11/11/2018,9780,452787,18887831,,46.3,1931,1,494,597,383.1,0.067,0.065775789,7623.3,1.6
42-329425670000,SHACKELFORD 3431H,PIONEER,MIDLAND,WOLFCAMP A,3/27/2020,9781,451975,16663416,,46.2,1704,0.9,625,8194,291.1,0.08,0.170374685,8784.2,1.5
42-227396540000,WR VITEX F 7AA,CROWNQUEST,HOWARD,WOLFCAMP A,7/29/2019,10210,531126,21152659,,52,2072,1,393,3523,298.6,0.078,0.147716803,8267.9,1.6
42-329426410000,WTH 10-3 F 262,ENDEAVOR,MIDLAND,WOLFCAMP A,1/26/2019,10147,444460,16337163,,43.8,1610,0.9,389,577,277.4,0.067,0.135501524,8884.4,1.5
42-317415870000,SOUTH CURTIS RANCH 231SD,OCCIDENTAL,MARTIN,JO MILL,4/11/2019,7023,225775,11107429,,32.1,1582,1.2,251,561,410,0.07,0.488131707,8603.4,2
42-317416040000,FORTRESS C3 04BL,DIAMONDBACK,MARTIN,WOLFCAMP B,5/9/2019,9842,318961,18531396,,32.4,1883,1.4,320,1341,172.4,0.064,0.24159353,9629.9,2
42-461405070000,CVX KATIE (SA) C 4472WB,SM ENERGY,UPTON,WOLFCAMP B,11/7/2017,10376,619821,19212140,,59.7,1852,0.7,233,1991,146.2,0.058,0.062093102,9691.7,1.5
42-461403690000,COWDEN28 UNIT 2801AH,CONOCOPHILLIPS,UPTON,WOLFCAMP A,3/19/2017,10348,603032,22836523,,58.3,2207,0.9,348,1465,379.7,0.051,0.086858875,8773.8,1.5
42-461404630000,CONNELL 47 2HM,APACHE,UPTON,WOLFCAMP B,6/24/2017,5105,381556,12422488,,74.7,2433,0.8,116,267,231.2,0.09,0.250768521,9409.2,1.5
42-383389060000,SUGG E 208-209 (ALLOC-E) 5SM,LAREDO,REAGAN,WOLFCAMP B,12/21/2014,7775,257143,8642901,,33.1,1112,0.8,135,3754,197.2,0.075,0.258594865,8240.2,1.5
42-383377610000,UNIVERSITY '12-12A' 1H,PIONEER,REAGAN,WOLFCAMP B,5/3/2013,7022,225000,8272000,,32,1178,0.9,117,290,463.7,0.063,0.374073757,7278.5,1.5
42-173372300000,RILEY B 1807 1WA,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,2/11/2016,7173,463325,13749130,,64.6,1917,0.7,438,947,241.2,0.061,0.154769471,8358.1,1.6
42-329403680000,PRESTON A 3604H,PIONEER,MIDLAND,WOLFCAMP B,4/28/2016,7022,275427,9866136,,39.2,1405,0.9,167,1654,135.1,0.072,0.383788974,9387.6,1.7
42-383393150000,LANE TR E 43-42 (ALLOC-D) 4NC,LAREDO,REAGAN,WOLFCAMP D,4/9/2015,8142,279972,9224470,,34.4,1133,0.8,228,950,324.4,0.047,0.507023776,9689.6,1.5
42-173361020000,SAN SABA NS 37-48 06 106H,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,1/31/2014,6783,275728,7960126,,40.6,1174,0.7,223,,369,0.064,0.047016319,7684.3,1.6
42-461395010000,PEMBROOK X-1 5H,PIONEER,UPTON,WOLFCAMP B,2/12/2015,9882,236614,11382373,,23.9,1152,1.2,244,1232,265.8,0.074,0.26691205,8686.8,1.5
42-461387020000,MILLER 36 1HM,APACHE,UPTON,WOLFCAMP B,7/31/2013,4121,120757,4352212,,29.3,1056,0.9,280,508,233.1,0.087,0.275277287,9438.4,1.5
42-317403120000,UNIVERSITY 7-1627 S 08SS,DIAMONDBACK,MARTIN,LOWER SPRABERRY,3/20/2016,7342,194571,10782322,,26.5,1469,1.3,489,720,352.4,0.06,0.163400571,9537.7,1.4
42-173368930000,DANIEL SN 21-16 04 204H,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,6/23/2015,7667,158788,12375306,,20.7,1614,1.9,233,3334,292.6,0.083,0.400991812,8433.7,1.6
42-003473310000,UL BLK 6 DDU A 2701LS,DIAMONDBACK,ANDREWS,LOWER SPRABERRY,4/14/2016,4587,0,8130486,,,,,593,211,337.4,0.065,0.181399302,9514.1,
42-135430440000,FENDLEY 4-02E 405LS,CONOCOPHILLIPS,ECTOR,,12/7/2014,9968,374167,12983264,,37.5,1302,0.8,,,0,0,0,,1.6
42-383380290000,UNIVERSITY '1-30' 3H,PIONEER,REAGAN,WOLFCAMP B,8/10/2013,7277,187157,7447677,,25.7,1023,1,43,193,171.4,0.068,0.186426411,8196.6,1.5
42-383388160000,SRH NORTH 1428HM,APACHE,REAGAN,WOLFCAMP B,4/2/2015,6764,249901,14460458,,36.9,2138,1.4,162,190,298.4,0.067,0.224882795,8134.2,1.5
42-461390650000,UNIVERSITY 31 TAYLOR DRAW 3101HU,APACHE,UPTON,WOLFCAMP B,3/2/2015,4950,157098,9477570,,31.7,1915,1.4,147,424,161.2,0.063,0.212546241,8121.7,1.5
42-317389720000,MABEE BREEDLOVE 2201H,DIAMONDBACK,MARTIN,WOLFCAMP B,2/13/2014,8296,329462,11571876,,39.7,1395,0.8,231,582,125,0.08,0.226462289,9966.1,1.4
42-329414660000,DENISE 2026LA,HENRY RESOURCES LLC,MIDLAND,LOWER SPRABERRY,12/23/2017,9688,468005,17884248,,48.3,1846,0.9,193,175,339,0.053,0.15870163,8981,1.5
42-173375320000,BRUNSON 5D 3HE,OVINTIV,GLASSCOCK,LOWER SPRABERRY,4/7/2017,6315,301604,9532677,,47.8,1510,0.8,500,1199,379.3,0.055,0.227545372,7635.1,1.6
42-383396750000,UNIVERSITY 11 RE 1006HS,FDL,REAGAN,WOLFCAMP A,8/10/2017,9762,0,233342,,,,,,,336.8,0.061,0.140967612,7538.7,1.5
42-329415600000,PRESTON S31I 109H,PIONEER,MIDLAND,WOLFCAMP C,5/16/2018,9182,515074,27444348,,56.1,2989,1.3,377,3502,545.3,0.06,0.616525268,9359,1.5
42-317407460000,SIXTEEN PENNY NAIL 310 2LM,CROWNQUEST,MARTIN,LOWER SPRABERRY,12/7/2017,7695,346919,12565563,,45.1,1633,0.9,296,677,552.1,0.063,0.24861089,8791.5,2
42-317407210000,EPLEY-SALE 39E 5H,PIONEER,MARTIN,WOLFCAMP A,11/14/2018,7172,293595,16547291,,40.9,2307,1.3,441,747,222.7,0.055,0.175194311,9194.7,2
42-461405850000,XBC GIDDINGS ESTATE 4123H,PIONEER,UPTON,WOLFCAMP B,10/10/2019,10622,555864,21245251,,52.3,2000,0.9,346,2215,218.5,0.068,0.205383037,9352,1.5
42-383398620000,TSRH UNIT 28S 7BU,EARTHSTONE,REAGAN,WOLFCAMP B,10/2/2018,7142,332186,19245525,,46.5,2695,1.4,151,4350,343.3,0.069,0.22361927,7596.8,1.5
42-329416710000,FASKEN H 16-21 282,ENDEAVOR,MIDLAND,WOLFCAMP A,10/31/2017,10021,420404,16094058,,42,1606,0.9,764,1283,316.5,0.059,0.11264168,8807,1.5
42-227391170000,WRIGHT UNIT 29-20 2AH,CALLON,HOWARD,WOLFCAMP A,8/30/2017,9155,467741,18608118,,51.1,2033,1,594,941,172.9,0.074,0.173534249,8299.9,1.6
42-383398800000,DEVIN 25-24 4301H,PIONEER,REAGAN,WOLFCAMP B,11/27/2018,10136,402575,19568440,,39.7,1931,1.2,865,5293,264.3,0.074,0.305013831,8506.2,1.5
42-173376010000,SAXON J 1104LS,DIAMONDBACK,GLASSCOCK,LOWER SPRABERRY,12/10/2017,10150,352596,16889070,,34.7,1664,1.1,412,1769,239.4,0.05,0.243332713,7966.1,1.6
42-173376070000,MATTHIAS 0913HD,LAKE CRYSTAL OPERATING LLC,GLASSCOCK,WOLFCAMP D,2/13/2018,6739,0,0,,,,,118,,329.9,0.043,0.366130621,9450.8,1.6
42-329417430000,BOONE-BRUNSON 43B 2H,PIONEER,MIDLAND,WOLFCAMP D,1/8/2019,10013,549869,18649613,,54.9,1863,0.8,988,2672,316,0.075,0.4811039,10104,1.5
42-329417070000,SHACKELFORD-CUNNINGHAM 9R 18H,PIONEER,MIDLAND,WOLFCAMP A,8/18/2018,9872,491901,17521742,,49.8,1775,0.9,566,821,363,0.075,0.136667734,9139,1.5
42-317408600000,ACT E 04SC,DIAMONDBACK,MARTIN,LOWER SPRABERRY,2/10/2018,9515,284840,13985435,,29.9,1470,1.2,110,430,427.1,0.047,0.19673024,8921.3,2
42-383399090000,LANE TR E 43-42 (ALLOC-A) 1NU,LAREDO,REAGAN,WOLFCAMP A,12/20/2017,8160,474278,14766549,,58.1,1810,0.7,674,4921,356.3,0.062,0.125654571,7980.3,1.5
42-173376610000,"POWELL, E.L. 903A",OCCIDENTAL,GLASSCOCK,WOLFCAMP A,12/7/2017,9950,378586,16015041,,38,1610,1,378,300,196,0.059,0.066205799,8023.8,1.6
42-173376640000,COX 22-27 2801H,PIONEER,GLASSCOCK,LOWER SPRABERRY,4/26/2018,7740,291068,13261269,,37.6,1713,1.1,94,119,365.5,0.037,0.201249343,7535.7,1.6
42-227391880000,HAMLIN-MIDDLETON UNIT 16-21 4SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,11/3/2017,6771,265466,13914603,,39.2,2055,1.3,,,356.4,0.072,0.218902797,7602.3,1.6
42-173376450000,CLARK 1X 3HJ,OVINTIV,GLASSCOCK,WOLFCAMP A,1/2/2018,10129,433529,18485010,,42.8,1825,1,279,406,288,0.06,0.223973392,7844.7,1.6
42-317409330000,UL 2631 02SB,DIAMONDBACK,MARTIN,LOWER SPRABERRY,5/4/2018,7366,125038,6184256,,17,840,1.2,259,675,350.2,0.058,0.187517089,9463.4,2
42-227392190000,NEWTON UNIT 06-43 3AH,SURGE OPERATING,HOWARD,WOLFCAMP A,3/4/2018,7101,286582,14970612,,40.4,2108,1.2,220,1598,386,0.089,0.168264251,7794.6,1.6
42-317409520000,UL 2631 03WB,DIAMONDBACK,MARTIN,WOLFCAMP B,5/22/2018,7473,269750,12882946,,36.1,1724,1.1,261,650,129.8,0.074,0.199622214,10094.5,2
42-317409680000,PEELER C 13BU,DIAMONDBACK,MARTIN,WOLFCAMP A,3/27/2018,7373,239200,13048407,,32.4,1770,1.3,,,232,0.06,0.234784461,9466.9,2
42-317409850000,HNC 248D 1HF,OVINTIV,MARTIN,LOWER SPRABERRY,1/28/2018,9049,0,423063,,,,,1930,1567,396.4,0.078,0.196690362,9455.9,2
42-329419780000,BRADFORD SOUTH 2HA,"MURCHISON OIL AND GAS, LLC",MIDLAND,WOLFCAMP A,2/7/2018,5049,348703,10057705,,69.1,1992,0.7,237,432,323.5,0.061,0.13544236,9431.1,1.5
42-383400270000,HOLT E 130-132 (ALLOC-E) 5SU,LAREDO,REAGAN,WOLFCAMP A,4/18/2018,14934,864002,27422526,,57.9,1836,0.8,246,3056,319.1,0.067,0.062858758,7387.6,1.5
42-173377510000,ZANT 3829 3809BH,EXXON,GLASSCOCK,WOLFCAMP A,10/4/2018,14089,754682,24167980,,53.6,1715,0.8,339,2084,349.9,0.073,0.124114046,8591,1.6
42-173377520000,CALVERLEY B-REED 30 203HL,"VENCER ENERGY, LLC",GLASSCOCK,LOWER SPRABERRY,1/28/2018,9828,378365,13664346,,38.5,1390,0.9,264,1827,350.1,0.06,0.229402215,8197.5,1.6
42-329420670000,NOBLES 3301BH,EXXON,MIDLAND,WOLFCAMP B,5/3/2018,10331,642850,18940376,,62.2,1833,0.7,349,1071,150.9,0.074,0.144888328,9814,1.5
42-329420680000,COWDEN 32A 2HJ,OVINTIV,MIDLAND,WOLFCAMP A,4/1/2018,9835,481076,20074202,,48.9,2041,1,1296,2771,385.7,0.084,0.066644517,9309.9,1.5
42-461407040000,CC 4045 EAST H 12HM,APACHE,UPTON,WOLFCAMP B,5/9/2018,10468,512215,17124099,,48.9,1636,0.8,680,,244,0.088,0.240769183,9450.8,1.5
42-227393950000,BEESLY D 0752WA,SM ENERGY,HOWARD,,10/17/2018,10445,539434,19372650,,51.6,1855,0.9,626,1012,0,0,0,,1.6
42-329384520000,PARKS BELL HZ UNIT 3909LS,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,11/27/2013,7510,229831,8333627,,30.6,1110,0.9,200,170,289.5,0.065,0.253693384,9356.6,1.7
42-173368430000,TRINITY -16- 103H,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,3/18/2015,4427,131648,5591803,,29.7,1263,1,47,192,301.1,0.059,0.110073376,7825.4,1.6
42-461401160000,DAVIDSON 02A 0201M,OVINTIV,UPTON,WOLFCAMP B,8/1/2015,4449,220582,5482823,,49.6,1232,0.6,455,1267,256.6,0.079,0.161986251,9681.4,1.5
42-383387070000,"UNIVERSITY ""2-20"" 60H",PIONEER,REAGAN,WOLFCAMP B,2/21/2015,10767,262751,11904778,,24.4,1106,1.1,677,,274.9,0.064,0.17809618,8534.5,1.5
42-227384160000,CLARK UNIT B 24-13 7SH,SURGE OPERATING,HOWARD,LOWER SPRABERRY,5/8/2015,7028,251783,9598338,,35.8,1366,0.9,295,850,312.3,0.078,0.23997813,7464,1.6
42-329401750000,MCCLINTIC -E- 4H,PIONEER,MIDLAND,WOLFCAMP B,11/4/2015,5492,294545,9576293,,53.6,1744,0.8,221,,301.7,0.077,0.339695454,9025.7,1.7
42-329404850000,LILLIE MIDKIFF 44-41 ALLOC 4107 4107BH,EXXON,MIDLAND,WOLFCAMP B,2/24/2016,7203,262235,7741232,,36.4,1075,0.7,290,703,399.7,0.066,0.501171052,9666.4,1.7
42-003474380000,MABEE 240C X27 2601LH,CONOCOPHILLIPS,ANDREWS,LOWER SPRABERRY,12/12/2017,10351,583084,23243964,,56.3,2246,1,466,1379,357.7,0.044,0.169461786,9465.3,
42-227387950000,TACKLEBERRY 43-42 A 1WA,SM ENERGY,HOWARD,WOLFCAMP A,11/17/2016,7861,355266,14803115,,45.2,1883,1,605,519,306.5,0.066,0.072093863,7977.6,1.6
42-317406240000,DICKENSON 7G 7H,PIONEER,MARTIN,JO MILL,11/22/2017,7657,303757,18994322,,39.7,2481,1.5,447,1003,328.5,0.149,0.520781388,8314.2,2
42-329406300000,WILLOW LAKES 34 SL 392HW,LARIO OIL & GAS,MIDLAND,WOLFCAMP B,2/11/2016,5106,164371,22295628,,32.2,4367,3.2,319,,149.6,0.074,0.235041065,9616.6,1.7
42-329411160000,ST E UNIT 3803LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,6/7/2017,7736,327675,12405881,,42.4,1604,0.9,347,727,354.4,0.065,0.192273988,9206.2,1.5
42-329413320000,TEXAS TEN Y PU 4015H,PIONEER,MIDLAND,LOWER SPRABERRY,10/1/2018,10328,470312,28494980,,45.5,2759,1.4,625,804,384,0.05,0.178212711,9003.9,1.5
42-329413390000,SOA SCHARBAUER SE 0054LS,CHEVRON,MIDLAND,LOWER SPRABERRY,10/17/2017,10155,499033,20730575,,49.1,2041,1,717,692,333.2,0.05,0.210027277,9244,1.5
42-383397690000,VESPUCCI 903B 3H,OCCIDENTAL,REAGAN,WOLFCAMP B,9/8/2017,9780,498537,16779533,,51,1716,0.8,303,3313,254.3,0.08,0.299177654,8747.4,1.5
42-383397810000,WTG UNIT 4-232 1H,EARTHSTONE,REAGAN,WOLFCAMP A,12/10/2017,10189,484642,25322123,,47.6,2485,1.2,381,1528,358.1,0.069,0.17402537,7121,1.5
42-227394280000,CRAZY CAT 41-32 3SH,LAREDO,HOWARD,LOWER SPRABERRY,7/7/2019,7517,447174,14456190,,59.5,1923,0.8,243,522,306.9,0.074,0.229677872,7358.5,1.6
42-227394530000,MERLIN B 2642WA,SM ENERGY,HOWARD,WOLFCAMP A,3/8/2019,10532,557327,19871309,,52.9,1887,0.9,261,1780,314.8,0.067,0.057305575,8129.3,1.6
42-383401320000,HICKMAN 206-223 ALLOC D4 5HC,FDL,REAGAN,WOLFCAMP B,8/6/2018,9873,192649,17664567,,19.5,1789,2.2,111,,387.8,0.065,0.271476712,7503.1,1.5
42-317412280000,COX 9-12 UNIT 2 282,ENDEAVOR,MARTIN,WOLFCAMP B,11/6/2018,6592,271271,9681073,,41.2,1469,0.9,301,932,135.3,0.061,0.453560266,9874.2,2
42-329422280000,SPANISH TRAIL HZ UNIT 3831H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,9/2/2018,10368,288803,20106965,,27.9,1939,1.7,87,75,358.1,0.065,0.208735092,9158.1,1.5
42-383401460000,LUCY LINDSAY 1-36-H 4415H,PIONEER,REAGAN,WOLFCAMP B,8/7/2018,7736,289041,14578575,,37.4,1885,1.2,480,1061,336,0.073,0.313746826,8611.4,1.5
42-329422870000,TRAILAND B UNIT 3901LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,9/16/2018,7725,332698,13136678,,43.1,1701,0.9,384,903,373.4,0.065,0.177484523,9280.2,1.5
42-227394750000,GIBSON UNIT A 28-21 8AH,CALLON,HOWARD,WOLFCAMP A,8/19/2018,9349,398972,16949726,,42.7,1813,1,429,574,182.5,0.078,0.200341082,8129.1,1.6
42-317412790000,EPLEY W7N 14H,PIONEER,MARTIN,WOLFCAMP B,2/6/2019,9927,404056,22286433,,40.7,2245,1.3,770,1796,210.2,0.058,0.265155463,9425.3,2
42-227394850000,JENNY CURRAN 0745WA,SM ENERGY,HOWARD,WOLFCAMP A,7/24/2018,7740,403811,14473386,,52.2,1870,0.9,399,490,426,0.053,0.093186243,7293,1.6
42-383401670000,HARTGROVE 0401 A 17HM,APACHE,REAGAN,WOLFCAMP B,9/7/2018,5479,343604,9464538,,62.7,1727,0.7,415,846,349,0.074,0.31266806,8588.2,1.5
42-317413010000,HN 249G 7HF,OVINTIV,MARTIN,LOWER SPRABERRY,8/8/2018,7880,367727,15608907,,46.7,1981,1,576,1588,407.7,0.058,0.192941239,9521.8,2
42-329423130000,TXL 35 UNIT 1 3821SH,EXXON,MIDLAND,LOWER SPRABERRY,10/3/2018,10442,566971,14711810,,54.3,1409,0.6,437,1669,466.4,0.065,0.102303081,8889,1.5
42-317413340000,JOHN B 04WA,DIAMONDBACK,MARTIN,WOLFCAMP A,11/6/2018,9895,333250,16624778,,33.7,1680,1.2,334,276,234,0.056,0.179871578,9392.6,2
42-317413090000,EPLEY E7N 114H,PIONEER,MARTIN,WOLFCAMP B,12/27/2018,10037,396960,22718076,,39.5,2263,1.4,939,2310,207,0.058,0.270032528,9387.3,2
42-135435780000,GARDENDALE 0501LS,FDL,ECTOR,LOWER SPRABERRY,7/15/2018,9585,472722,19149251,,49.3,1998,1,875,483,343.1,0.072,0.173211023,9078.1,1.6
42-329424330000,MARION V. BENGE ESTATE A6 2503LH,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,5/28/2019,10401,447947,22901214,,43.1,2202,1.2,815,2923,434.2,0.058,0.15580653,9014.4,1.5
42-329424900000,BRYANT-WHITEFIELD B 42-43 2802H,PIONEER,MIDLAND,LOWER SPRABERRY,11/30/2018,10392,475714,20565879,,45.8,1979,1,519,577,384.3,0.073,0.244515658,8810,1.5
42-461408700000,POWELL 33C 10HJ,OVINTIV,UPTON,WOLFCAMP A,10/8/2018,10482,0,20326667,,,,,267,627,326.2,0.07,0.065749963,9287.2,1.5
42-003478170000,UL MASON EAST B 14LS,DIAMONDBACK,ANDREWS,LOWER SPRABERRY,2/10/2019,7665,328325,18452269,,42.8,2407,1.3,571,466,344.8,0.071,0.194211036,9507.2,1.6
42-317414670000,MEEK-ELROD 3B 2H,PIONEER,MARTIN,WOLFCAMP A,4/15/2019,9872,501578,16348060,,50.8,1656,0.8,526,753,292.8,0.068,0.190614674,8427.5,2
42-317415480000,"JOHNSON, TED 302H",CONOCOPHILLIPS,MARTIN,LOWER SPRABERRY,7/5/2019,9870,425582,18504830,,43.1,1875,1,385,384,373.9,0.061,0.237567515,9075.1,2
42-329425870000,LHS RANCH ALLOCATION 4516 4516AH,EXXON,MIDLAND,WOLFCAMP A,12/26/2018,10308,631279,17730723,,61.2,1720,0.7,284,3373,335,0.079,0.078440874,9252.2,1.5
42-227396460000,MIKE THE TIGER 18-7 B 2WA,BIRCH OPERATIONS,HOWARD,WOLFCAMP A,3/11/2019,7712,0,21533963,,,,,380,917,334.9,0.065,0.42725952,8178.4,1.6
42-461408270000,MELINDA 251LA,HENRY RESOURCES LLC,UPTON,LOWER SPRABERRY,3/19/2019,5071,239164,20411813,,47.2,4025,2,244,631,514.8,0.056,0.151536081,8655.9,1.5
42-227397040000,SHIELDS UNIT A 3112LS,OCCIDENTAL,HOWARD,LOWER SPRABERRY,12/15/2018,9353,427770,0,,45.7,0,0,491,2213,337.5,0.091,0.254688016,7297.6,1.6
42-227397110000,GUITAR NORTH 2735LS,SM ENERGY,HOWARD,LOWER SPRABERRY,9/7/2019,9277,467802,19546248,,50.4,2107,1,341,4598,442.2,0.081,0.229095966,7579.8,1.6
42-317416110000,AGGIE THE BULLDOG 39-46 A 1WA,BIRCH OPERATIONS,MARTIN,WOLFCAMP A,8/12/2019,10372,571701,29120367,,55.1,2808,1.2,571,433,193.4,0.069,0.034527887,8531,1.6
42-317417140000,VINEYARD HZ L UNIT 9702JM,DIAMONDBACK,MARTIN,JO MILL,2/5/2019,9971,0,0,,,,,417,478,372.9,0.057,0.38462047,8729.1,1.6
42-329428260000,DAVIDSON 23B 8HF,OVINTIV,MIDLAND,LOWER SPRABERRY,2/22/2019,9136,427269,0,,46.8,0,0,409,1192,449.5,0.062,0.202737797,9102.6,1.5
42-173379590000,AUGUST 27-22-H 4315H,PIONEER,GLASSCOCK,WOLFCAMP B,4/9/2019,10341,406970,19388626,,39.4,1875,1.1,359,2203,301,0.082,0.405959856,8369.9,1.6
42-227397820000,CLASSIC UNIT 5AH,CALLON,HOWARD,DEAN,4/4/2019,8850,352476,17647937,,39.8,1994,1.2,448,1109,139.6,0.059,0.388533925,7465.6,1.6
42-317417790000,EPLEY-GLASSCOCK C8C 103H,PIONEER,MARTIN,WOLFCAMP A,6/20/2019,7337,283351,12501357,,38.6,1704,1.1,603,2584,215.2,0.058,0.188768768,9088.8,1.6
42-461409710000,ELLIE 20-29-D 4407H,PIONEER,UPTON,WOLFCAMP B,3/13/2019,10404,533908,19432300,,51.3,1868,0.9,338,587,307.7,0.071,0.234572014,9817.3,1.5
42-227397920000,MIDDLETON UNIT B 47-38 5AH,SURGE OPERATING,HOWARD,WOLFCAMP A,1/8/2019,9791,406150,20645224,,41.5,2109,1.2,348,597,317.8,0.085,0.227954731,7969.7,1.6
42-317418020000,BROUGHTON B 7-8 4202H,PIONEER,MARTIN,WOLFCAMP A,5/1/2019,7593,369485,15318030,,48.7,2017,1,190,676,259.5,0.065,0.171803698,8299.2,1.6
42-461409890000,HOLZGRAF CT (SA) U 3944LS,DISCOVERY,UPTON,LOWER SPRABERRY,6/24/2019,7730,412684,14506361,,53.4,1877,0.8,447,890,399.2,0.057,0.252573831,8960.7,1.5
42-329428390000,TEXAS TEN-YATER 39D 104H,PIONEER,MIDLAND,WOLFCAMP B,9/2/2020,8072,415708,13785002,,51.5,1708,0.8,,,192.4,0.059,0.089629555,9710,1.5
42-227398470000,FLAMING STAR 02-11 4AH,LAREDO,HOWARD,WOLFCAMP A,3/20/2019,9395,550375,17893630,,58.6,1905,0.8,656,458,394.5,0.057,0.059223913,7440.1,1.6
42-317418650000,WOODY W36C 3H,PIONEER,MARTIN,WOLFCAMP B,8/6/2019,7442,381689,15093751,,51.3,2028,0.9,358,949,174.6,0.06,0.247225805,9544.9,1.6
42-317419450000,ROSALIE 6-3 UNIT 2 281,ENDEAVOR,MARTIN,WOLFCAMP A,7/21/2019,10372,468814,16583694,,45.2,1599,0.8,271,788,202.6,0.055,0.125970981,9550.3,1.6
42-317419470000,UL 0312 E1 02MB,DIAMONDBACK,MARTIN,MIDDLE SPRABERRY,1/16/2020,9981,337545,17918659,,33.8,1795,1.3,498,1104,237.3,0.067,0.145773476,8807.5,1.6
42-317419530000,UL 0312 E7 05SB,DIAMONDBACK,MARTIN,LOWER SPRABERRY,1/24/2020,9816,271841,14967982,,27.7,1525,1.3,313,881,353.9,0.066,0.161325271,9349.3,1.6
42-383404920000,SRH NORTH 1517HA,APACHE,REAGAN,WOLFCAMP A,7/2/2019,8791,452532,15008072,,51.5,1707,0.8,173,7575,313.8,0.07,0.09701993,7642,1.5
42-227399790000,WRIGHT UNIT 33-40 A 9AH,CALLON,HOWARD,WOLFCAMP A,12/6/2019,9284,347566,16171478,,37.4,1742,1.1,627,771,325,0.071,0.193479913,8232.2,1.6
42-329430740000,BRADFORD TRUST A UNIT 2 0305BH,EXXON,MIDLAND,WOLFCAMP B,2/13/2020,7679,413214,13131267,,53.8,1710,0.8,340,2138,193,0.068,0.252055219,9663.6,1.5
42-329430930000,WINDHAM 14F 25HF,OVINTIV,MIDLAND,LOWER SPRABERRY,6/26/2019,7466,387470,13909217,,51.9,1863,0.9,129,1177,468.2,0.058,0.239607099,9074.9,1.5
42-227399910000,STEERS NATION MIPA 1WA,SINCLAIR OIL & GAS,HOWARD,WOLFCAMP A,2/8/2021,12979,723323,26321429,,55.7,2028,0.9,,,371.6,0.059,0.227694872,7334,1.6
42-461410870000,REESE 15C-10-H 4215H,PIONEER,UPTON,WOLFCAMP A,6/20/2019,7563,420192,14536374,,55.6,1922,0.8,733,2816,315.9,0.072,0.046507971,9482.4,1.4
42-329430730000,SHACKELFORD W39F 6H,PIONEER,MIDLAND,WOLFCAMP A,10/5/2019,9872,463355,16901132,,46.9,1712,0.9,1244,,281.5,0.083,0.173862149,8778.2,1.5
42-329430660000,SHACKELFORD E39F 106H,PIONEER,MIDLAND,WOLFCAMP A,10/11/2019,9872,472877,16816929,,47.9,1703,0.9,669,561,289.2,0.082,0.17414672,8775.9,1.5
42-317421340000,CASSIDY UNIT 2 3067DH,EXXON,MARTIN,DEAN,8/15/2020,10322,547187,17889318,,53,1733,0.8,,,199.9,0.068,0.493010877,8314.4,1.6
42-317421610000,UL 0312 W13 15SB,DIAMONDBACK,MARTIN,LOWER SPRABERRY,3/8/2020,9752,559236,29306348,,57.3,3005,1.3,334,935,345.1,0.069,0.181443287,9375.9,1.6
42-461411410000,XBC-CAROLINE 3M 313H,PIONEER,UPTON,WOLFCAMP B,12/6/2019,11522,610890,23167920,,53,2011,0.9,682,,216.9,0.056,0.196660813,9551.4,1.4
42-317422150000,SLYDELL C 2545WA,SM ENERGY,MARTIN,WOLFCAMP A,1/7/2020,9966,444879,17419935,,44.6,1748,0.9,364,1266,304.7,0.066,0.168715721,8172.3,1.6
